Name,Sex,Age,Height,Weight,Year,Event,Medal
Petra Wassiluk,F,26,167,50,1996,"5,000 metres",NA
Petra Wassiluk,F,30,167,50,2000,"10,000 metres",NA
Takahiro Watanabe,M,22,185,75,1992,400 metres,NA
Visut Watanasin,M,23,170,67,1988,100 metres,NA
Visut Watanasin,M,27,170,67,1992,100 metres,NA
"Luke Graeme Lynton George ""Buster"" Watson",M,26,191,84,1984,200 metres,NA
"Michael ""Mike"" Watson",M,30,176,63,1988,800 metres,NA
"Michael ""Mike"" Watson",M,30,176,63,1988,"1,500 metres",NA
Elieser Wattebosi,M,24,167,58,1988,400 metres,NA
Marvin Watts,M,25,184,68,2000,800 metres,NA
Quincy Dushawn Watts,M,22,190,88,1992,400 metres,Gold
Yohanna Waziri,M,23,NA,NA,1988,Marathon,NA
Neil Weare,M,24,183,70,2004,"1,500 metres",NA
Alan Webb,M,21,175,63,2004,"1,500 metres",NA
Ameer Kenneth Webb,M,25,180,82,2016,200 metres,NA
Sara Christina Wedlund,F,20,164,54,1996,"5,000 metres",NA
Wei Li,F,24,168,59,1996,"5,000 metres",NA
Wei Yongli,F,20,168,58,2012,100 metres,NA
Wei Yongli,F,24,168,58,2016,100 metres,NA
Gnther Weidlinger,M,26,169,54,2004,"5,000 metres",NA
Gnther Weidlinger,M,30,169,54,2008,"10,000 metres",NA
Gnther Weidlinger,M,34,169,54,2012,Marathon,NA
Laura Elizabeth Weightman,F,21,172,56,2012,"1,500 metres",NA
Laura Elizabeth Weightman,F,25,172,56,2016,"1,500 metres",NA
Lisa Jane Weightman,F,29,157,44,2008,Marathon,NA
Lisa Jane Weightman,F,33,157,44,2012,Marathon,NA
Lisa Jane Weightman,F,37,157,44,2016,Marathon,NA
Saul Weigopwa,M,18,175,71,2004,400 metres,NA
Saul Weigopwa,M,22,175,71,2008,400 metres,NA
Warren Antonio Weir,M,22,178,75,2012,200 metres,Bronze
Silvia Weissteiner,F,29,163,46,2008,"5,000 metres",NA
Silvia Weissteiner,F,33,163,46,2012,"5,000 metres",NA
Peter Wekesa,M,26,175,71,1988,100 metres,NA
Priscilla June Welch (Mayes-),F,39,165,50,1984,Marathon,NA
Hais Welday Ghebrat,M,18,161,54,2008,"1,500 metres",NA
Eloise Wellings (Poppet-),F,29,172,52,2012,"5,000 metres",NA
Eloise Wellings (Poppet-),F,29,172,52,2012,"10,000 metres",NA
Eloise Wellings (Poppet-),F,33,172,52,2016,"5,000 metres",NA
Eloise Wellings (Poppet-),F,33,172,52,2016,"10,000 metres",NA
Allan Wipper Wells,M,28,183,86,1980,100 metres,Gold
Allan Wipper Wells,M,28,183,86,1980,200 metres,Silver
Allan Wipper Wells,M,32,183,86,1984,100 metres,NA
